record_id,segment,value,tail_pattern
R-06904,standard,904,body
R-06905,priority,905,body
R-06906,standard,906,body
R-06907,standard,907,body
R-06908,standard,908,body
R-06909,standard,909,body
R-06910,priority,910,body
R-06911,standard,911,body
R-06912,standard,912,body
R-06913,standard,913,body
R-06914,standard,914,body
R-06915,priority,915,body
R-06916,standard,916,body
R-06917,standard,917,body
R-06918,standard,918,body
R-06919,standard,919,body
R-06920,priority,920,body
R-06921,standard,921,body
R-06922,standard,922,body
R-06923,standard,923,body
R-06924,standard,924,body
R-06925,priority,925,body
R-06926,standard,926,body
R-06927,standard,927,body
R-06928,standard,928,body
R-06929,standard,929,body
R-06930,priority,930,body
R-06931,standard,931,body
R-06932,standard,932,body
R-06933,standard,933,body
R-06934,standard,934,body
R-06935,priority,935,body
R-06936,standard,936,body
R-06937,standard,937,body
R-06938,standard,938,body
R-06939,standard,939,body
R-06940,priority,940,body
R-06941,standard,941,body
R-06942,standard,942,body
R-06943,standard,943,body
R-06944,standard,944,body
R-06945,priority,945,body
R-06946,standard,946,body
R-06947,standard,947,body
R-06948,standard,948,body
R-06949,standard,949,body
R-06950,priority,950,body
R-06951,standard,951,body
R-06952,standard,952,body
R-06953,standard,953,body
R-06954,standard,954,body
R-06955,priority,955,body
R-06956,standard,956,body
R-06957,standard,957,body
R-06958,standard,958,body
R-06959,standard,959,body
R-06960,priority,960,body
R-06961,standard,961,body
R-06962,standard,962,body
R-06963,standard,963,body
R-06964,standard,964,body
R-06965,priority,965,body
R-06966,standard,966,body
R-06967,standard,967,body
R-06968,standard,968,body
R-06969,standard,969,body
R-06970,priority,970,body
R-06971,standard,971,body
R-06972,standard,972,body
R-06973,standard,973,body
R-06974,standard,974,body
R-06975,priority,975,body
R-06976,standard,976,body
R-06977,standard,977,body
R-06978,standard,978,body
R-06979,standard,979,body
R-06980,priority,980,body
R-06981,standard,981,body
R-06982,standard,982,body
R-06983,standard,983,body
R-06984,standard,984,body
R-06985,priority,985,body
R-06986,standard,986,body
R-06987,standard,987,body
R-06988,standard,988,body
R-06989,standard,989,body
R-06990,priority,990,body
R-06991,standard,991,body
R-06992,standard,992,body
R-06993,standard,993,body
R-06994,standard,994,body
R-06995,priority,995,body
R-06996,standard,996,body
R-06997,standard,997,body
R-06998,standard,998,body
R-06999,standard,999,body
R-07000,priority,0,body
R-07001,standard,1,body
R-07002,standard,2,body
R-07003,standard,3,body
R-07004,standard,4,body
R-07005,priority,5,body
R-07006,standard,6,body
R-07007,standard,7,body
R-07008,standard,8,body
R-07009,standard,9,body
R-07010,priority,10,body
R-07011,standard,11,body
R-07012,standard,12,body
R-07013,standard,13,body
R-07014,standard,14,body
R-07015,priority,15,body
R-07016,standard,16,body
R-07017,standard,17,body
R-07018,standard,18,body
R-07019,standard,19,body
R-07020,priority,20,body
R-07021,standard,21,body
R-07022,standard,22,body
R-07023,standard,23,body
R-07024,standard,24,body
R-07025,priority,25,body
R-07026,standard,26,body
R-07027,standard,27,body
R-07028,standard,28,body
R-07029,standard,29,body
R-07030,priority,30,body
R-07031,standard,31,body
R-07032,standard,32,body
R-07033,standard,33,body
R-07034,standard,34,body
R-07035,priority,35,body
R-07036,standard,36,body
R-07037,standard,37,body
R-07038,standard,38,body
R-07039,standard,39,body
R-07040,priority,40,body
R-07041,standard,41,body
R-07042,standard,42,body
R-07043,standard,43,body
R-07044,standard,44,body
R-07045,priority,45,body
R-07046,standard,46,body
R-07047,standard,47,body
R-07048,standard,48,body
R-07049,standard,49,body
R-07050,priority,50,body
R-07051,standard,51,body
R-07052,standard,52,body
R-07053,standard,53,body
R-07054,standard,54,body
R-07055,priority,55,body
R-07056,standard,56,body
R-07057,standard,57,body
R-07058,standard,58,body
R-07059,standard,59,body
R-07060,priority,60,body
R-07061,standard,61,body
R-07062,standard,62,body
R-07063,standard,63,body
R-07064,standard,64,body
R-07065,priority,65,body
R-07066,standard,66,body
R-07067,standard,67,body
R-07068,standard,68,body
R-07069,standard,69,body
R-07070,priority,70,body
R-07071,standard,71,body
R-07072,standard,72,body
R-07073,standard,73,body
R-07074,standard,74,body
R-07075,priority,75,body
R-07076,standard,76,body
R-07077,standard,77,body
R-07078,standard,78,body
R-07079,standard,79,body
R-07080,priority,80,body
R-07081,standard,81,body
R-07082,standard,82,body
R-07083,standard,83,body
R-07084,standard,84,body
R-07085,priority,85,body
R-07086,standard,86,body
R-07087,standard,87,body
R-07088,standard,88,body
R-07089,standard,89,body
R-07090,priority,90,body
R-07091,standard,91,body
R-07092,standard,92,body
R-07093,standard,93,body
R-07094,standard,94,body
R-07095,priority,95,body
R-07096,standard,96,body
R-07097,standard,97,body
R-07098,standard,98,body
R-07099,standard,99,body
R-07100,priority,100,body
R-07101,standard,101,body
R-07102,standard,102,body
R-07103,standard,103,body
R-07104,standard,104,body
R-07105,priority,105,body
R-07106,standard,106,body
R-07107,standard,107,body
R-07108,standard,108,body
R-07109,standard,109,body
R-07110,priority,110,body
R-07111,standard,111,body
R-07112,standard,112,body
R-07113,standard,113,body
R-07114,standard,114,body
R-07115,priority,115,body
R-07116,standard,116,body
R-07117,standard,117,body
R-07118,standard,118,body
R-07119,standard,119,body
R-07120,priority,120,body
R-07121,standard,121,body
R-07122,standard,122,body
R-07123,standard,123,body
R-07124,standard,124,body
R-07125,priority,125,body
R-07126,standard,126,body
R-07127,standard,127,body
R-07128,standard,128,body
R-07129,standard,129,body
R-07130,priority,130,body
R-07131,standard,131,body
R-07132,standard,132,body
R-07133,standard,133,body
R-07134,standard,134,body
R-07135,priority,135,body
R-07136,standard,136,body
R-07137,standard,137,body
R-07138,standard,138,body
R-07139,standard,139,body
R-07140,priority,140,body
R-07141,standard,141,body
R-07142,standard,142,body
R-07143,standard,143,body
R-07144,standard,144,body
R-07145,priority,145,body
R-07146,standard,146,body
R-07147,standard,147,body
R-07148,standard,148,body
R-07149,standard,149,body
R-07150,priority,150,body
R-07151,standard,151,body
R-07152,standard,152,body
R-07153,standard,153,body
R-07154,standard,154,body
R-07155,priority,155,body
R-07156,standard,156,body
R-07157,standard,157,body
R-07158,standard,158,body
R-07159,standard,159,body
R-07160,priority,160,body
R-07161,standard,161,body
R-07162,standard,162,body
R-07163,standard,163,body
R-07164,standard,164,body
R-07165,priority,165,body
R-07166,standard,166,body
R-07167,standard,167,body
R-07168,standard,168,body
R-07169,standard,169,body
R-07170,priority,170,body
R-07171,standard,171,body
R-07172,standard,172,body
R-07173,standard,173,body
R-07174,standard,174,body
R-07175,priority,175,body
R-07176,standard,176,body
R-07177,standard,177,body
R-07178,standard,178,body
R-07179,standard,179,body
R-07180,priority,180,body
R-07181,standard,181,body
R-07182,standard,182,body
R-07183,standard,183,body
R-07184,standard,184,body
R-07185,priority,185,body
R-07186,standard,186,body
R-07187,standard,187,body
R-07188,standard,188,body
R-07189,standard,189,body
R-07190,priority,190,body
R-07191,standard,191,body
R-07192,standard,192,body
R-07193,standard,193,body
R-07194,standard,194,body
R-07195,priority,195,body
R-07196,standard,196,body
R-07197,standard,197,body
R-07198,standard,198,body
R-07199,standard,199,body
R-07200,priority,200,body
R-07201,standard,201,body
R-07202,standard,202,body
R-07203,standard,203,body
R-07204,standard,204,body
R-07205,priority,205,body
R-07206,standard,206,body
R-07207,standard,207,body
R-07208,standard,208,body
R-07209,standard,209,body
R-07210,priority,210,body
R-07211,standard,211,body
R-07212,standard,212,body
R-07213,standard,213,body
R-07214,standard,214,body
R-07215,priority,215,body
R-07216,standard,216,body
R-07217,standard,217,body
R-07218,standard,218,body
R-07219,standard,219,body
R-07220,priority,220,body
R-07221,standard,221,body
R-07222,standard,222,body
R-07223,standard,223,body
R-07224,standard,224,body
R-07225,priority,225,body
R-07226,standard,226,body
R-07227,standard,227,body
R-07228,standard,228,body
R-07229,standard,229,body
R-07230,priority,230,body
R-07231,standard,231,body
R-07232,standard,232,body
R-07233,standard,233,body
R-07234,standard,234,body
R-07235,priority,235,body
R-07236,standard,236,body
R-07237,standard,237,body
R-07238,standard,238,body
R-07239,standard,239,body
R-07240,priority,240,body
R-07241,standard,241,body
R-07242,standard,242,body
R-07243,standard,243,body
R-07244,standard,244,body
R-07245,priority,245,body
R-07246,standard,246,body
R-07247,standard,247,body
R-07248,standard,248,body
R-07249,standard,249,body
R-07250,priority,250,body
R-07251,standard,251,body
R-07252,standard,252,body
R-07253,standard,253,body
R-07254,standard,254,body
R-07255,priority,255,body
R-07256,standard,256,body
R-07257,standard,257,body
R-07258,standard,258,body
R-07259,standard,259,body
R-07260,priority,260,body
R-07261,standard,261,body
R-07262,standard,262,body
R-07263,standard,263,body
R-07264,standard,264,body
R-07265,priority,265,body
R-07266,standard,266,body
R-07267,standard,267,body
R-07268,standard,268,body
R-07269,standard,269,body
R-07270,priority,270,body
R-07271,standard,271,body
R-07272,standard,272,body
R-07273,standard,273,body
R-07274,standard,274,body
R-07275,priority,275,body
R-07276,standard,276,body
R-07277,standard,277,body
R-07278,standard,278,body
R-07279,standard,279,body
R-07280,priority,280,body
R-07281,standard,281,body
R-07282,standard,282,body
R-07283,standard,283,body
R-07284,standard,284,body
R-07285,priority,285,body
R-07286,standard,286,body
R-07287,standard,287,body
R-07288,standard,288,body
R-07289,standard,289,body
R-07290,priority,290,body
R-07291,standard,291,body
R-07292,standard,292,body
R-07293,standard,293,body
R-07294,standard,294,body
R-07295,priority,295,body
R-07296,standard,296,body
R-07297,standard,297,body
R-07298,standard,298,body
R-07299,standard,299,body
R-07300,priority,300,body
R-07301,standard,301,body
R-07302,standard,302,body
R-07303,standard,303,body
R-07304,standard,304,body
R-07305,priority,305,body
R-07306,standard,306,body
R-07307,standard,307,body
R-07308,standard,308,body
R-07309,standard,309,body
R-07310,priority,310,body
R-07311,standard,311,body
R-07312,standard,312,body
R-07313,standard,313,body
R-07314,standard,314,body
R-07315,priority,315,body
R-07316,standard,316,body
R-07317,standard,317,body
R-07318,standard,318,body
R-07319,standard,319,body
R-07320,priority,320,body
R-07321,standard,321,body
R-07322,standard,322,body
R-07323,standard,323,body
R-07324,standard,324,body
R-07325,priority,325,body
R-07326,standard,326,body
R-07327,standard,327,body
R-07328,standard,328,body
R-07329,standard,329,body
R-07330,priority,330,body
R-07331,standard,331,body
R-07332,standard,332,body
R-07333,standard,333,body
R-07334,standard,334,body
R-07335,priority,335,body
R-07336,standard,336,body
R-07337,standard,337,body
R-07338,standard,338,body
R-07339,standard,339,body
R-07340,priority,340,body
R-07341,standard,341,body
R-07342,standard,342,body
R-07343,standard,343,body
R-07344,standard,344,body
R-07345,priority,345,body
R-07346,standard,346,body
R-07347,standard,347,body
R-07348,standard,348,body
R-07349,standard,349,body
R-07350,priority,350,body
R-07351,standard,351,body
R-07352,standard,352,body
R-07353,standard,353,body
R-07354,standard,354,body
R-07355,priority,355,body
R-07356,standard,356,body
R-07357,standard,357,body
R-07358,standard,358,body
R-07359,standard,359,body
R-07360,priority,360,body
R-07361,standard,361,body
R-07362,standard,362,body
R-07363,standard,363,body
R-07364,standard,364,body
R-07365,priority,365,body
R-07366,standard,366,body
R-07367,standard,367,body
R-07368,standard,368,body
R-07369,standard,369,body
R-07370,priority,370,body
R-07371,standard,371,body
R-07372,standard,372,body
R-07373,standard,373,body
R-07374,standard,374,body
R-07375,priority,375,body
R-07376,standard,376,body
R-07377,standard,377,body
R-07378,standard,378,body
R-07379,standard,379,body
R-07380,priority,380,body
R-07381,standard,381,body
R-07382,standard,382,body
R-07383,standard,383,body
R-07384,standard,384,body
R-07385,priority,385,body
R-07386,standard,386,body
R-07387,standard,387,body
R-07388,standard,388,body
R-07389,standard,389,body
R-07390,priority,390,body
R-07391,standard,391,body
R-07392,standard,392,body
R-07393,standard,393,body
R-07394,standard,394,body
R-07395,priority,395,body
R-07396,standard,396,body
R-07397,standard,397,body
R-07398,standard,398,body
R-07399,standard,399,body
R-07400,priority,400,body
R-07401,standard,401,body
R-07402,standard,402,body
R-07403,standard,403,body
R-07404,standard,404,body
R-07405,priority,405,body
R-07406,standard,406,body
R-07407,standard,407,body
R-07408,standard,408,body
R-07409,standard,409,body
R-07410,priority,410,body
R-07411,standard,411,body
R-07412,standard,412,body
R-07413,standard,413,body
R-07414,standard,414,body
R-07415,priority,415,body
R-07416,standard,416,body
R-07417,standard,417,body
R-07418,standard,418,body
R-07419,standard,419,body
R-07420,priority,420,body
R-07421,standard,421,body
R-07422,standard,422,body
R-07423,standard,423,body
R-07424,standard,424,body
R-07425,priority,425,body
R-07426,standard,426,body
R-07427,standard,427,body
R-07428,standard,428,body
R-07429,standard,429,body
R-07430,priority,430,body
R-07431,standard,431,body
R-07432,standard,432,body
R-07433,standard,433,body
R-07434,standard,434,body
R-07435,priority,435,body
R-07436,standard,436,body
R-07437,standard,437,body
R-07438,standard,438,body
R-07439,standard,439,body
R-07440,priority,440,body
R-07441,standard,441,body
R-07442,standard,442,body
R-07443,standard,443,body
R-07444,standard,444,body
R-07445,priority,445,body
R-07446,standard,446,body
R-07447,standard,447,body
R-07448,standard,448,body
R-07449,standard,449,body
R-07450,priority,450,body
R-07451,standard,451,body
R-07452,standard,452,body
R-07453,standard,453,body
R-07454,standard,454,body
R-07455,priority,455,body
R-07456,standard,456,body
R-07457,standard,457,body
R-07458,standard,458,body
R-07459,standard,459,body
R-07460,priority,460,body
R-07461,standard,461,body
R-07462,standard,462,body
R-07463,standard,463,body
R-07464,standard,464,body
R-07465,priority,465,body
R-07466,standard,466,body
R-07467,standard,467,body
R-07468,standard,468,body
R-07469,standard,469,body
R-07470,priority,470,body
R-07471,standard,471,body
R-07472,standard,472,body
R-07473,standard,473,body
R-07474,standard,474,body
R-07475,priority,475,body
R-07476,standard,476,body
R-07477,standard,477,body
R-07478,standard,478,body
R-07479,standard,479,body
R-07480,priority,480,body
R-07481,standard,481,body
R-07482,standard,482,body
R-07483,standard,483,body
R-07484,standard,484,body
R-07485,priority,485,body
R-07486,standard,486,body
R-07487,standard,487,body
R-07488,standard,488,body
R-07489,standard,489,body
R-07490,priority,490,body
R-07491,standard,491,body
R-07492,standard,492,body
R-07493,standard,493,body
R-07494,standard,494,body
R-07495,priority,495,body
R-07496,standard,496,body
R-07497,standard,497,body
R-07498,standard,498,body
R-07499,standard,499,body
R-07500,priority,500,body
R-07501,standard,501,body
R-07502,standard,502,body
R-07503,standard,503,body
R-07504,standard,504,body
R-07505,priority,505,body
R-07506,standard,506,body
R-07507,standard,507,body
R-07508,standard,508,body
R-07509,standard,509,body
R-07510,priority,510,body
R-07511,standard,511,body
R-07512,standard,512,body
R-07513,standard,513,body
R-07514,standard,514,body
R-07515,priority,515,body
R-07516,standard,516,body
R-07517,standard,517,body
R-07518,standard,518,body
R-07519,standard,519,body
R-07520,priority,520,body
R-07521,standard,521,body
R-07522,standard,522,body
R-07523,standard,523,body
R-07524,standard,524,body
R-07525,priority,525,body
R-07526,standard,526,body
R-07527,standard,527,body
R-07528,standard,528,body
R-07529,standard,529,body
R-07530,priority,530,body
R-07531,standard,531,body
R-07532,standard,532,body
R-07533,standard,533,body
R-07534,standard,534,body
R-07535,priority,535,body
R-07536,standard,536,body
R-07537,standard,537,body
R-07538,standard,538,body
R-07539,standard,539,body
R-07540,priority,540,body
R-07541,standard,541,body
R-07542,standard,542,body
R-07543,standard,543,body
R-07544,standard,544,body
R-07545,priority,545,body
R-07546,standard,546,body
R-07547,standard,547,body
R-07548,standard,548,body
R-07549,standard,549,body
R-07550,priority,550,body
R-07551,standard,551,body
R-07552,standard,552,body
R-07553,standard,553,body
R-07554,standard,554,body
R-07555,priority,555,body
R-07556,standard,556,body
R-07557,standard,557,body
R-07558,standard,558,body
R-07559,standard,559,body
R-07560,priority,560,body
R-07561,standard,561,body
R-07562,standard,562,body
R-07563,standard,563,body
R-07564,standard,564,body
R-07565,priority,565,body
R-07566,standard,566,body
R-07567,standard,567,body
R-07568,standard,568,body
R-07569,standard,569,body
R-07570,priority,570,body
R-07571,standard,571,body
R-07572,standard,572,body
R-07573,standard,573,body
R-07574,standard,574,body
R-07575,priority,575,body
R-07576,standard,576,body
R-07577,standard,577,body
R-07578,standard,578,body
R-07579,standard,579,body
R-07580,priority,580,body
R-07581,standard,581,body
R-07582,standard,582,body
R-07583,standard,583,body
R-07584,standard,584,body
R-07585,priority,585,body
R-07586,standard,586,body
R-07587,standard,587,body
R-07588,standard,588,body
R-07589,standard,589,body
R-07590,priority,590,body
R-07591,standard,591,body
R-07592,standard,592,body
R-07593,standard,593,body
R-07594,standard,594,body
R-07595,priority,595,body
R-07596,standard,596,body
R-07597,standard,597,body
R-07598,standard,598,body
R-07599,standard,599,body
R-07600,priority,600,body
R-07601,standard,601,body
R-07602,standard,602,body
R-07603,standard,603,body
R-07604,standard,604,body
R-07605,priority,605,body
R-07606,standard,606,body
R-07607,standard,607,body
R-07608,standard,608,body
R-07609,standard,609,body
R-07610,priority,610,body
R-07611,standard,611,body
R-07612,standard,612,body
R-07613,standard,613,body
R-07614,standard,614,body
R-07615,priority,615,body
R-07616,standard,616,body
R-07617,standard,617,body
R-07618,standard,618,body
R-07619,standard,619,body
R-07620,priority,620,body
R-07621,standard,621,body
R-07622,standard,622,body
R-07623,standard,623,body
R-07624,standard,624,body
R-07625,priority,625,body
R-07626,standard,626,body
R-07627,standard,627,body
R-07628,standard,628,body
R-07629,standard,629,body
R-07630,priority,630,body
R-07631,standard,631,body
R-07632,standard,632,body
R-07633,standard,633,body
R-07634,standard,634,body
R-07635,priority,635,body
R-07636,standard,636,body
R-07637,standard,637,body
R-07638,standard,638,body
R-07639,standard,639,body
R-07640,priority,640,body
R-07641,standard,641,body
R-07642,standard,642,body
R-07643,standard,643,body
R-07644,standard,644,body
R-07645,priority,645,body
R-07646,standard,646,body
R-07647,standard,647,body
R-07648,standard,648,body
R-07649,standard,649,body
R-07650,priority,650,body
R-07651,standard,651,body
R-07652,standard,652,body
R-07653,standard,653,body
R-07654,standard,654,body
R-07655,priority,655,body
R-07656,standard,656,body
R-07657,standard,657,body
R-07658,standard,658,body
R-07659,standard,659,body
R-07660,priority,660,body
R-07661,standard,661,body
R-07662,standard,662,body
R-07663,standard,663,body
R-07664,standard,664,body
R-07665,priority,665,body
R-07666,standard,666,body
R-07667,standard,667,body
R-07668,standard,668,body
R-07669,standard,669,body
R-07670,priority,670,body
R-07671,standard,671,body
R-07672,standard,672,body
R-07673,standard,673,body
R-07674,standard,674,body
R-07675,priority,675,body
R-07676,standard,676,body
R-07677,standard,677,body
R-07678,standard,678,body
R-07679,standard,679,body
R-07680,priority,680,body
R-07681,standard,681,body
R-07682,standard,682,body
R-07683,standard,683,body
R-07684,standard,684,body
R-07685,priority,685,body
R-07686,standard,686,body
R-07687,standard,687,body
R-07688,standard,688,body
R-07689,standard,689,body
R-07690,priority,690,body
R-07691,standard,691,body
R-07692,standard,692,body
R-07693,standard,693,body
R-07694,standard,694,body
R-07695,priority,695,body
R-07696,standard,696,body
R-07697,standard,697,body
R-07698,standard,698,body
R-07699,standard,699,body
R-07700,priority,700,body
R-07701,standard,701,body
R-07702,standard,702,body
R-07703,standard,703,body
R-07704,standard,704,body
R-07705,priority,705,body
R-07706,standard,706,body
R-07707,standard,707,body
R-07708,standard,708,body
R-07709,standard,709,body
R-07710,priority,710,body
R-07711,standard,711,body
R-07712,standard,712,body
R-07713,standard,713,body
R-07714,standard,714,body
R-07715,priority,715,body
R-07716,standard,716,body
R-07717,standard,717,body
R-07718,standard,718,body
R-07719,standard,719,body
R-07720,priority,720,body
R-07721,standard,721,body
R-07722,standard,722,body
R-07723,standard,723,body
R-07724,standard,724,body
R-07725,priority,725,body
R-07726,standard,726,body
R-07727,standard,727,body
R-07728,standard,728,body
R-07729,standard,729,body
R-07730,priority,730,body
R-07731,standard,731,body
R-07732,standard,732,body
R-07733,standard,733,body
R-07734,standard,734,body
R-07735,priority,735,body
R-07736,standard,736,body
R-07737,standard,737,body
R-07738,standard,738,body
R-07739,standard,739,body
R-07740,priority,740,body
R-07741,standard,741,body
R-07742,standard,742,body
R-07743,standard,743,body
R-07744,standard,744,body
R-07745,priority,745,body
R-07746,standard,746,body
R-07747,standard,747,body
R-07748,standard,748,body
R-07749,standard,749,body
R-07750,priority,750,body
R-07751,standard,751,body
R-07752,standard,752,body
R-07753,standard,753,body
R-07754,standard,754,body
R-07755,priority,755,body
R-07756,standard,756,body
R-07757,standard,757,body
R-07758,standard,758,body
R-07759,standard,759,body
R-07760,priority,760,body
R-07761,standard,761,body
R-07762,standard,762,body
R-07763,standard,763,body
R-07764,standard,764,body
R-07765,priority,765,body
R-07766,standard,766,body
R-07767,standard,767,body
R-07768,standard,768,body
R-07769,standard,769,body
R-07770,priority,770,body
R-07771,standard,771,body
R-07772,standard,772,body
R-07773,standard,773,body
R-07774,standard,774,body
R-07775,priority,775,body
R-07776,standard,776,body
R-07777,standard,777,body
R-07778,standard,778,body
R-07779,standard,779,body
R-07780,priority,780,body
R-07781,standard,781,body
R-07782,standard,782,body
R-07783,standard,783,body
R-07784,standard,784,body
R-07785,priority,785,body
R-07786,standard,786,body
R-07787,standard,787,body
R-07788,standard,788,body
R-07789,standard,789,body
R-07790,priority,790,body
R-07791,standard,791,body
R-07792,standard,792,body
R-07793,standard,793,body
R-07794,standard,794,body
R-07795,priority,795,body
R-07796,standard,796,body
R-07797,standard,797,body
R-07798,standard,798,body
R-07799,standard,799,body
R-07800,priority,800,body
R-07801,standard,801,body
R-07802,standard,802,body
R-07803,standard,803,body
R-07804,standard,804,body
R-07805,priority,805,body
R-07806,standard,806,body
R-07807,standard,807,body
R-07808,standard,808,body
R-07809,standard,809,body
R-07810,priority,810,body
R-07811,standard,811,body
R-07812,standard,812,body
R-07813,standard,813,body
R-07814,standard,814,body
R-07815,priority,815,body
R-07816,standard,816,body
R-07817,standard,817,body
R-07818,standard,818,body
R-07819,standard,819,body
R-07820,priority,820,body
R-07821,standard,821,body
R-07822,standard,822,body
R-07823,standard,823,body
R-07824,standard,824,body
R-07825,priority,825,body
R-07826,standard,826,body
R-07827,standard,827,body
R-07828,standard,828,body
R-07829,standard,829,body
R-07830,priority,830,body
R-07831,standard,831,body
R-07832,standard,832,body
R-07833,standard,833,body
R-07834,standard,834,body
R-07835,priority,835,body
R-07836,standard,836,body
R-07837,standard,837,body
R-07838,standard,838,body
R-07839,standard,839,body
R-07840,priority,840,body
R-07841,standard,841,body
R-07842,standard,842,body
R-07843,standard,843,body
R-07844,standard,844,body
R-07845,priority,845,body
R-07846,standard,846,body
R-07847,standard,847,body
R-07848,standard,848,body
R-07849,standard,849,body
R-07850,priority,850,body
R-07851,standard,851,body
R-07852,standard,852,body
R-07853,standard,853,body
R-07854,standard,854,body
R-07855,priority,855,body
R-07856,standard,856,body
R-07857,standard,857,body
R-07858,standard,858,body
R-07859,standard,859,body
R-07860,priority,860,body
R-07861,standard,861,body
R-07862,standard,862,body
R-07863,standard,863,body
R-07864,standard,864,body
R-07865,priority,865,body
R-07866,standard,866,body
R-07867,standard,867,body
R-07868,standard,868,body
R-07869,standard,869,body
R-07870,priority,870,body
R-07871,standard,871,body
R-07872,standard,872,body
R-07873,standard,873,body
R-07874,standard,874,body
R-07875,priority,875,body
R-07876,standard,876,body
R-07877,standard,877,body
R-07878,standard,878,body
R-07879,standard,879,body
R-07880,priority,880,body
R-07881,standard,881,body
R-07882,standard,882,body
R-07883,standard,883,body
R-07884,standard,884,body
R-07885,priority,885,body
R-07886,standard,886,body
R-07887,standard,887,body
R-07888,standard,888,body
R-07889,standard,889,body
R-07890,priority,890,body
R-07891,standard,891,body
R-07892,standard,892,body
R-07893,standard,893,body
R-07894,standard,894,body
R-07895,priority,895,body
R-07896,standard,896,body
R-07897,standard,897,body
R-07898,standard,898,body
R-07899,standard,899,body
R-07900,priority,900,body
R-07901,standard,901,body
R-07902,standard,902,body
R-07903,standard,903,body
R-07904,standard,904,body
R-07905,priority,905,body
R-07906,standard,906,body
R-07907,standard,907,body
R-07908,standard,908,body
R-07909,standard,909,body
R-07910,priority,910,body
R-07911,standard,911,body
R-07912,standard,912,body
R-07913,standard,913,body
R-07914,standard,914,body
R-07915,priority,915,body
R-07916,standard,916,body
R-07917,standard,917,body
R-07918,standard,918,body
R-07919,standard,919,body
R-07920,priority,920,body
R-07921,standard,921,body
R-07922,standard,922,body
R-07923,standard,923,body
R-07924,standard,924,body
R-07925,priority,925,body
R-07926,standard,926,body
R-07927,standard,927,body
R-07928,standard,928,body
R-07929,standard,929,body
R-07930,priority,930,body
R-07931,standard,931,body
R-07932,standard,932,body
R-07933,standard,933,body
R-07934,standard,934,body
R-07935,priority,935,body
R-07936,standard,936,body
R-07937,standard,937,body
R-07938,standard,938,body
R-07939,standard,939,body
R-07940,priority,940,body
R-07941,standard,941,body
R-07942,standard,942,body
R-07943,standard,943,body
R-07944,standard,944,body
R-07945,priority,945,body
R-07946,standard,946,body
R-07947,standard,947,body
R-07948,standard,948,body
R-07949,standard,949,body
R-07950,priority,950,body
R-07951,standard,951,body
R-07952,standard,952,body
R-07953,standard,953,body
R-07954,standard,954,body
R-07955,priority,955,body
R-07956,standard,956,body
R-07957,standard,957,body
R-07958,standard,958,body
R-07959,standard,959,body
R-07960,priority,960,body
R-07961,standard,961,body
R-07962,standard,962,body
R-07963,standard,963,body
R-07964,standard,964,body
R-07965,priority,965,body
R-07966,standard,966,body
R-07967,standard,967,body
R-07968,standard,968,body
R-07969,standard,969,body
R-07970,priority,970,body
R-07971,standard,971,body
R-07972,standard,972,body
R-07973,standard,973,body
R-07974,standard,974,body
R-07975,priority,975,body
R-07976,standard,976,body
R-07977,standard,977,body
R-07978,standard,978,body
R-07979,standard,979,body
R-07980,priority,980,body
R-07981,standard,981,body
R-07982,standard,982,body
R-07983,standard,983,body
R-07984,standard,984,body
R-07985,priority,985,body
R-07986,standard,986,body
R-07987,standard,987,body
R-07988,standard,988,body
R-07989,standard,989,body
R-07990,priority,990,body
R-07991,standard,991,body
R-07992,standard,992,body
R-07993,standard,993,body
R-07994,standard,994,body
R-07995,priority,995,body
R-07996,standard,996,body
R-07997,standard,997,body
R-07998,standard,998,body
R-07999,standard,999,body
R-08000,priority,0,body
R-08001,standard,1,body
R-08002,standard,2,body
R-08003,standard,3,body
R-08004,standard,4,body
R-08005,priority,5,body
R-08006,standard,6,body
R-08007,standard,7,body
R-08008,standard,8,body
R-08009,standard,9,body
R-08010,priority,10,body
R-08011,standard,11,body
R-08012,standard,12,body
R-08013,standard,13,body
R-08014,standard,14,body
R-08015,priority,15,body
R-08016,standard,16,body
R-08017,standard,17,body
R-08018,standard,18,body
R-08019,standard,19,body
R-08020,priority,20,body
R-08021,standard,21,body
R-08022,standard,22,body
R-08023,standard,23,body
R-08024,standard,24,body
R-08025,priority,25,body
R-08026,standard,26,body
R-08027,standard,27,body
R-08028,standard,28,body
R-08029,standard,29,body
R-08030,priority,30,body
R-08031,standard,31,body
R-08032,standard,32,body
R-08033,standard,33,body
R-08034,standard,34,body
R-08035,priority,35,body
R-08036,standard,36,body
R-08037,standard,37,body
R-08038,standard,38,body
R-08039,standard,39,body
R-08040,priority,40,body
R-08041,standard,41,body
R-08042,standard,42,body
R-08043,standard,43,body
R-08044,standard,44,body
R-08045,priority,45,body
R-08046,standard,46,body
R-08047,standard,47,body
R-08048,standard,48,body
R-08049,standard,49,body
R-08050,priority,50,body
R-08051,standard,51,body
R-08052,standard,52,body
R-08053,standard,53,body
R-08054,standard,54,body
R-08055,priority,55,body
R-08056,standard,56,body
R-08057,standard,57,body
R-08058,standard,58,body
R-08059,standard,59,body
R-08060,priority,60,body
R-08061,standard,61,body
R-08062,standard,62,body
R-08063,standard,63,body
R-08064,standard,64,body
R-08065,priority,65,body
R-08066,standard,66,body
R-08067,standard,67,body
R-08068,standard,68,body
