customer_id,plan,country,monthly_spend,orders,last_seen,marketing_opt_in
C-0427,Starter,NL,89,6,2026-06-07T12:00:00Z,false
C-0428,Pro,NL,99,7,2026-06-08T12:00:00Z,true
C-0429,Team,FR,109,8,2026-06-09T12:00:00Z,true
C-0430,Starter,BE,119,9,2026-06-10T12:00:00Z,false
C-0431,Pro,DE,129,10,2026-06-11T12:00:00Z,true
C-0432,Team,DE,139,11,2026-06-12T12:00:00Z,true
C-0433,Starter,DE,29,12,2026-06-13T12:00:00Z,false
C-0434,Pro,DE,39,13,2026-06-14T12:00:00Z,true
C-0435,Team,DE,49,14,2026-06-15T12:00:00Z,true
C-0436,Starter,DE,59,15,2026-06-16T12:00:00Z,false
C-0437,Pro,NL,69,16,2026-06-17T12:00:00Z,true
C-0438,Team,NL,79,17,2026-06-18T12:00:00Z,true
C-0439,Starter,FR,89,18,2026-06-19T12:00:00Z,false
C-0440,Pro,BE,99,19,2026-06-20T12:00:00Z,true
C-0441,Team,DE,,20,2026-06-21T12:00:00Z,true
C-0442,Starter,DE,119,21,2026-06-22T12:00:00Z,false
C-0443,Pro,DE,129,22,2026-06-23T12:00:00Z,true
C-0444,Team,DE,139,23,2026-06-24T12:00:00Z,true
C-0445,Starter,DE,29,24,2026-06-25T12:00:00Z,false
C-0446,Pro,DE,39,25,2026-06-26T12:00:00Z,true
C-0447,Team,NL,49,26,2026-06-27T12:00:00Z,true
C-0448,Starter,NL,59,27,2026-06-28T12:00:00Z,false
C-0449,Pro,FR,69,0,2026-06-01T12:00:00Z,true
C-0450,Team,BE,79,1,2026-06-02T12:00:00Z,true
C-0451,Starter,DE,89,2,2026-06-03T12:00:00Z,false
C-0452,Pro,DE,99,3,2026-06-04T12:00:00Z,true
C-0453,Team,DE,109,4,2026-06-05T12:00:00Z,true
C-0454,Starter,DE,119,5,2026-06-06T12:00:00Z,false
C-0455,Pro,DE,129,6,2026-06-07T12:00:00Z,true
C-0456,Team,DE,139,7,2026-06-08T12:00:00Z,true
C-0457,Starter,NL,29,8,2026-06-09T12:00:00Z,false
C-0458,Pro,NL,39,9,2026-06-10T12:00:00Z,true
C-0459,Team,FR,49,10,2026-06-11T12:00:00Z,true
C-0460,Starter,BE,59,11,2026-06-12T12:00:00Z,false
C-0461,Pro,DE,69,12,2026-06-13T12:00:00Z,true
C-0462,Team,DE,79,13,2026-06-14T12:00:00Z,true
C-0463,Starter,DE,89,14,2026-06-15T12:00:00Z,false
C-0464,Pro,DE,99,15,2026-06-16T12:00:00Z,true
C-0465,Team,DE,109,16,2026-06-17T12:00:00Z,true
C-0466,Starter,DE,119,17,2026-06-18T12:00:00Z,false
C-0467,Pro,NL,129,18,2026-06-19T12:00:00Z,true
C-0468,Team,NL,139,19,2026-06-20T12:00:00Z,true
C-0469,Starter,FR,29,20,2026-06-21T12:00:00Z,false
C-0470,Pro,BE,39,21,2026-06-22T12:00:00Z,true
C-0471,Team,DE,49,22,2026-06-23T12:00:00Z,true
C-0472,Starter,DE,59,23,2026-06-24T12:00:00Z,false
C-0473,Pro,DE,69,24,2026-06-25T12:00:00Z,true
C-0474,Team,DE,79,25,2026-06-26T12:00:00Z,true
C-0475,Starter,DE,89,26,2026-06-27T12:00:00Z,false
C-0476,Pro,DE,99,27,2026-06-28T12:00:00Z,true
C-0477,Team,NL,109,0,2026-06-01T12:00:00Z,true
C-0478,Starter,NL,119,1,2026-06-02T12:00:00Z,false
C-0479,Pro,FR,129,2,2026-06-03T12:00:00Z,true
C-0480,Team,BE,139,3,2026-06-04T12:00:00Z,true
C-0481,Starter,DE,,4,2026-06-05T12:00:00Z,false
C-0482,Pro,DE,39,5,2026-06-06T12:00:00Z,true
C-0483,Team,DE,49,6,2026-06-07T12:00:00Z,true
C-0484,Starter,DE,59,7,2026-06-08T12:00:00Z,false
C-0485,Pro,DE,69,8,2026-06-09T12:00:00Z,true
C-0486,Team,DE,79,9,2026-06-10T12:00:00Z,true
C-0487,Starter,NL,89,10,2026-06-11T12:00:00Z,false
C-0488,Pro,NL,99,11,2026-06-12T12:00:00Z,true
C-0489,Team,FR,109,12,2026-06-13T12:00:00Z,true
C-0490,Starter,BE,119,13,2026-06-14T12:00:00Z,false
C-0491,Pro,DE,129,14,2026-06-15T12:00:00Z,true
C-0492,Team,DE,139,15,2026-06-16T12:00:00Z,true
C-0493,Starter,DE,29,16,2026-06-17T12:00:00Z,false
C-0494,Pro,DE,39,17,2026-06-18T12:00:00Z,true
C-0495,Team,DE,49,18,2026-06-19T12:00:00Z,true
C-0496,Starter,DE,59,19,2026-06-20T12:00:00Z,false
C-0497,Pro,NL,69,20,2026-06-21T12:00:00Z,true
C-0498,Team,NL,79,21,2026-06-22T12:00:00Z,true
C-0499,Starter,FR,89,22,2026-06-23T12:00:00Z,false
C-0500,Pro,BE,99,23,2026-06-24T12:00:00Z,true
C-0501,Team,DE,109,24,2026-06-25T12:00:00Z,true
C-0502,Starter,DE,119,25,2026-06-26T12:00:00Z,false
C-0503,Pro,DE,129,26,2026-06-27T12:00:00Z,true
C-0504,Team,DE,139,27,2026-06-28T12:00:00Z,true
C-0505,Starter,DE,29,0,2026-06-01T12:00:00Z,false
C-0506,Pro,DE,39,1,2026-06-02T12:00:00Z,true
C-0507,Team,NL,49,2,2026-06-03T12:00:00Z,true
C-0508,Starter,NL,59,3,2026-06-04T12:00:00Z,false
C-0509,Pro,FR,69,4,2026-06-05T12:00:00Z,true
C-0510,Team,BE,79,5,2026-06-06T12:00:00Z,true
C-0511,Starter,DE,89,6,2026-06-07T12:00:00Z,false
C-0512,Pro,DE,99,7,2026-06-08T12:00:00Z,true
C-0513,Team,DE,109,8,2026-06-09T12:00:00Z,true
C-0514,Starter,DE,119,9,2026-06-10T12:00:00Z,false
C-0515,Pro,DE,129,10,2026-06-11T12:00:00Z,true
C-0516,Team,DE,139,11,2026-06-12T12:00:00Z,true
C-0517,Starter,NL,29,12,2026-06-13T12:00:00Z,false
C-0518,Pro,NL,39,13,2026-06-14T12:00:00Z,true
C-0519,Team,FR,49,14,2026-06-15T12:00:00Z,true
C-0520,Starter,BE,59,15,2026-06-16T12:00:00Z,false
C-0521,Pro,DE,,16,2026-06-17T12:00:00Z,true
C-0522,Team,DE,79,17,2026-06-18T12:00:00Z,true
C-0523,Starter,DE,89,18,2026-06-19T12:00:00Z,false
C-0524,Pro,DE,99,19,2026-06-20T12:00:00Z,true
C-0525,Team,DE,109,20,2026-06-21T12:00:00Z,true
C-0526,Starter,DE,119,21,2026-06-22T12:00:00Z,false
C-0527,Pro,NL,129,22,2026-06-23T12:00:00Z,true
C-0528,Team,NL,139,23,2026-06-24T12:00:00Z,true
C-0529,Starter,FR,29,24,2026-06-25T12:00:00Z,false
C-0530,Pro,BE,39,25,2026-06-26T12:00:00Z,true
C-0531,Team,DE,49,26,2026-06-27T12:00:00Z,true
C-0532,Starter,DE,59,27,2026-06-28T12:00:00Z,false
C-0533,Pro,DE,69,0,2026-06-01T12:00:00Z,true
C-0534,Team,DE,79,1,2026-06-02T12:00:00Z,true
C-0535,Starter,DE,89,2,2026-06-03T12:00:00Z,false
C-0536,Pro,DE,99,3,2026-06-04T12:00:00Z,true
C-0537,Team,NL,109,4,2026-06-05T12:00:00Z,true
C-0538,Starter,NL,119,5,2026-06-06T12:00:00Z,false
C-0539,Pro,FR,129,6,2026-06-07T12:00:00Z,true
C-0540,Team,BE,139,7,2026-06-08T12:00:00Z,true
C-0541,Starter,DE,29,8,2026-06-09T12:00:00Z,false
C-0542,Pro,DE,39,9,2026-06-10T12:00:00Z,true
C-0543,Team,DE,49,10,2026-06-11T12:00:00Z,true
C-0544,Starter,DE,59,11,2026-06-12T12:00:00Z,false
C-0545,Pro,DE,69,12,2026-06-13T12:00:00Z,true
C-0546,Team,DE,79,13,2026-06-14T12:00:00Z,true
C-0547,Starter,NL,89,14,2026-06-15T12:00:00Z,false
C-0548,Pro,NL,99,15,2026-06-16T12:00:00Z,true
C-0549,Team,FR,109,16,2026-06-17T12:00:00Z,true
C-0550,Starter,BE,119,17,2026-06-18T12:00:00Z,false
C-0551,Pro,DE,129,18,2026-06-19T12:00:00Z,true
C-0552,Team,DE,139,19,2026-06-20T12:00:00Z,true
C-0553,Starter,DE,29,20,2026-06-21T12:00:00Z,false
C-0554,Pro,DE,39,21,2026-06-22T12:00:00Z,true
C-0555,Team,DE,49,22,2026-06-23T12:00:00Z,true
C-0556,Starter,DE,59,23,2026-06-24T12:00:00Z,false
C-0557,Pro,NL,69,24,2026-06-25T12:00:00Z,true
C-0558,Team,NL,79,25,2026-06-26T12:00:00Z,true
C-0559,Starter,FR,89,26,2026-06-27T12:00:00Z,false
C-0560,Pro,BE,99,27,2026-06-28T12:00:00Z,true
C-0561,Team,DE,,0,2026-06-01T12:00:00Z,true
C-0562,Starter,DE,119,1,2026-06-02T12:00:00Z,false
C-0563,Pro,DE,129,2,2026-06-03T12:00:00Z,true
C-0564,Team,DE,139,3,2026-06-04T12:00:00Z,true
C-0565,Starter,DE,29,4,2026-06-05T12:00:00Z,false
C-0566,Pro,DE,39,5,2026-06-06T12:00:00Z,true
C-0567,Team,NL,49,6,2026-06-07T12:00:00Z,true
C-0568,Starter,NL,59,7,2026-06-08T12:00:00Z,false
C-0569,Pro,FR,69,8,2026-06-09T12:00:00Z,true
C-0570,Team,BE,79,9,2026-06-10T12:00:00Z,true
C-0571,Starter,DE,89,10,2026-06-11T12:00:00Z,false
C-0572,Pro,DE,99,11,2026-06-12T12:00:00Z,true
C-0573,Team,DE,109,12,2026-06-13T12:00:00Z,true
C-0574,Starter,DE,119,13,2026-06-14T12:00:00Z,false
C-0575,Pro,DE,129,14,2026-06-15T12:00:00Z,true
C-0576,Team,DE,139,15,2026-06-16T12:00:00Z,true
C-0577,Starter,NL,29,16,2026-06-17T12:00:00Z,false
C-0578,Pro,NL,39,17,2026-06-18T12:00:00Z,true
C-0579,Team,FR,49,18,2026-06-19T12:00:00Z,true
C-0580,Starter,BE,59,19,2026-06-20T12:00:00Z,false
C-0581,Pro,DE,69,20,2026-06-21T12:00:00Z,true
C-0582,Team,DE,79,21,2026-06-22T12:00:00Z,true
C-0583,Starter,DE,89,22,2026-06-23T12:00:00Z,false
C-0584,Pro,DE,99,23,2026-06-24T12:00:00Z,true
C-0585,Team,DE,109,24,2026-06-25T12:00:00Z,true
C-0586,Starter,DE,119,25,2026-06-26T12:00:00Z,false
C-0587,Pro,NL,129,26,2026-06-27T12:00:00Z,true
C-0588,Team,NL,139,27,2026-06-28T12:00:00Z,true
C-0589,Starter,FR,29,0,2026-06-01T12:00:00Z,false
C-0590,Pro,BE,39,1,2026-06-02T12:00:00Z,true
C-0591,Team,DE,49,2,2026-06-03T12:00:00Z,true
C-0592,Starter,DE,59,3,2026-06-04T12:00:00Z,false
C-0593,Pro,DE,69,4,2026-06-05T12:00:00Z,true
C-0594,Team,DE,79,5,2026-06-06T12:00:00Z,true
C-0595,Starter,DE,89,6,2026-06-07T12:00:00Z,false
C-0596,Pro,DE,99,7,2026-06-08T12:00:00Z,true
C-0597,Team,NL,109,8,2026-06-09T12:00:00Z,true
C-0598,Starter,NL,119,9,2026-06-10T12:00:00Z,false
C-0599,Pro,FR,129,10,2026-06-11T12:00:00Z,true
C-0600,Team,BE,139,11,2026-06-12T12:00:00Z,true
C-0601,Starter,DE,,12,2026-06-13T12:00:00Z,false
C-0602,Pro,DE,39,13,2026-06-14T12:00:00Z,true
C-0603,Team,DE,49,14,2026-06-15T12:00:00Z,true
C-0604,Starter,DE,59,15,2026-06-16T12:00:00Z,false
C-0605,Pro,DE,69,16,2026-06-17T12:00:00Z,true
C-0606,Team,DE,79,17,2026-06-18T12:00:00Z,true
C-0607,Starter,NL,89,18,2026-06-19T12:00:00Z,false
C-0608,Pro,NL,99,19,2026-06-20T12:00:00Z,true
C-0609,Team,FR,109,20,2026-06-21T12:00:00Z,true
C-0610,Starter,BE,119,21,2026-06-22T12:00:00Z,false
C-0611,Pro,DE,129,22,2026-06-23T12:00:00Z,true
C-0612,Team,DE,139,23,2026-06-24T12:00:00Z,true
C-0613,Starter,DE,29,24,2026-06-25T12:00:00Z,false
C-0614,Pro,DE,39,25,2026-06-26T12:00:00Z,true
C-0615,Team,DE,49,26,2026-06-27T12:00:00Z,true
C-0616,Starter,DE,59,27,2026-06-28T12:00:00Z,false
C-0617,Pro,NL,69,0,2026-06-01T12:00:00Z,true
C-0618,Team,NL,79,1,2026-06-02T12:00:00Z,true
C-0619,Starter,FR,89,2,2026-06-03T12:00:00Z,false
C-0620,Pro,BE,99,3,2026-06-04T12:00:00Z,true
C-0621,Team,DE,109,4,2026-06-05T12:00:00Z,true
C-0622,Starter,DE,119,5,2026-06-06T12:00:00Z,false
C-0623,Pro,DE,129,6,2026-06-07T12:00:00Z,true
C-0624,Team,DE,139,7,2026-06-08T12:00:00Z,true
C-0625,Starter,DE,29,8,2026-06-09T12:00:00Z,false
C-0626,Pro,DE,39,9,2026-06-10T12:00:00Z,true
C-0627,Team,NL,49,10,2026-06-11T12:00:00Z,true
C-0628,Starter,NL,59,11,2026-06-12T12:00:00Z,false
C-0629,Pro,FR,69,12,2026-06-13T12:00:00Z,true
C-0630,Team,BE,79,13,2026-06-14T12:00:00Z,true
C-0631,Starter,DE,89,14,2026-06-15T12:00:00Z,false
C-0632,Pro,DE,99,15,2026-06-16T12:00:00Z,true
C-0633,Team,DE,109,16,2026-06-17T12:00:00Z,true
C-0634,Starter,DE,119,17,2026-06-18T12:00:00Z,false
C-0635,Pro,DE,129,18,2026-06-19T12:00:00Z,true
C-0636,Team,DE,139,19,2026-06-20T12:00:00Z,true
C-0637,Starter,NL,29,20,2026-06-21T12:00:00Z,false
C-0638,Pro,NL,39,21,2026-06-22T12:00:00Z,true
C-0639,Team,FR,49,22,2026-06-23T12:00:00Z,true
C-0640,Starter,BE,59,23,2026-06-24T12:00:00Z,false
C-0641,Pro,DE,,24,2026-06-25T12:00:00Z,true
C-0642,Team,DE,79,25,2026-06-26T12:00:00Z,true
C-0643,Starter,DE,89,26,2026-06-27T12:00:00Z,false
C-0644,Pro,DE,99,27,2026-06-28T12:00:00Z,true
C-0645,Team,DE,109,0,2026-06-01T12:00:00Z,true
C-0646,Starter,DE,119,1,2026-06-02T12:00:00Z,false
C-0647,Pro,NL,129,2,2026-06-03T12:00:00Z,true
C-0648,Team,NL,139,3,2026-06-04T12:00:00Z,true
C-0649,Starter,FR,29,4,2026-06-05T12:00:00Z,false
C-0650,Pro,BE,39,5,2026-06-06T12:00:00Z,true
C-0651,Team,DE,49,6,2026-06-07T12:00:00Z,true
C-0652,Starter,DE,59,7,2026-06-08T12:00:00Z,false
C-0653,Pro,DE,69,8,2026-06-09T12:00:00Z,true
C-0654,Team,DE,79,9,2026-06-10T12:00:00Z,true
C-0655,Starter,DE,89,10,2026-06-11T12:00:00Z,false
C-0656,Pro,DE,99,11,2026-06-12T12:00:00Z,true
C-0657,Team,NL,109,12,2026-06-13T12:00:00Z,true
C-0658,Starter,NL,119,13,2026-06-14T12:00:00Z,false
C-0659,Pro,FR,129,14,2026-06-15T12:00:00Z,true
C-0660,Team,BE,139,15,2026-06-16T12:00:00Z,true
C-0661,Starter,DE,29,16,2026-06-17T12:00:00Z,false
C-0662,Pro,DE,39,17,2026-06-18T12:00:00Z,true
C-0663,Team,DE,49,18,2026-06-19T12:00:00Z,true
C-0664,Starter,DE,59,19,2026-06-20T12:00:00Z,false
C-0665,Pro,DE,69,20,2026-06-21T12:00:00Z,true
C-0666,Team,DE,79,21,2026-06-22T12:00:00Z,true
C-0667,Starter,NL,89,22,2026-06-23T12:00:00Z,false
C-0668,Pro,NL,99,23,2026-06-24T12:00:00Z,true
C-0669,Team,FR,109,24,2026-06-25T12:00:00Z,true
C-0670,Starter,BE,119,25,2026-06-26T12:00:00Z,false
C-0671,Pro,DE,129,26,2026-06-27T12:00:00Z,true
C-0672,Team,DE,139,27,2026-06-28T12:00:00Z,true
C-0673,Starter,DE,29,0,2026-06-01T12:00:00Z,false
C-0674,Pro,DE,39,1,2026-06-02T12:00:00Z,true
C-0675,Team,DE,49,2,2026-06-03T12:00:00Z,true
C-0676,Starter,DE,59,3,2026-06-04T12:00:00Z,false
C-0677,Pro,NL,69,4,2026-06-05T12:00:00Z,true
C-0678,Team,NL,79,5,2026-06-06T12:00:00Z,true
C-0679,Starter,FR,89,6,2026-06-07T12:00:00Z,false
C-0680,Pro,BE,99,7,2026-06-08T12:00:00Z,true
C-0681,Team,DE,,8,2026-06-09T12:00:00Z,true
C-0682,Starter,DE,119,9,2026-06-10T12:00:00Z,false
C-0683,Pro,DE,129,10,2026-06-11T12:00:00Z,true
C-0684,Team,DE,139,11,2026-06-12T12:00:00Z,true
C-0685,Starter,DE,29,12,2026-06-13T12:00:00Z,false
C-0686,Pro,DE,39,13,2026-06-14T12:00:00Z,true
C-0687,Team,NL,49,14,2026-06-15T12:00:00Z,true
C-0688,Starter,NL,59,15,2026-06-16T12:00:00Z,false
C-0689,Pro,FR,69,16,2026-06-17T12:00:00Z,true
C-0690,Team,BE,79,17,2026-06-18T12:00:00Z,true
C-0691,Starter,DE,89,18,2026-06-19T12:00:00Z,false
C-0692,Pro,DE,99,19,2026-06-20T12:00:00Z,true
C-0693,Team,DE,109,20,2026-06-21T12:00:00Z,true
C-0694,Starter,DE,119,21,2026-06-22T12:00:00Z,false
C-0695,Pro,DE,129,22,2026-06-23T12:00:00Z,true
C-0696,Team,DE,139,23,2026-06-24T12:00:00Z,true
C-0697,Starter,NL,29,24,2026-06-25T12:00:00Z,false
C-0698,Pro,NL,39,25,2026-06-26T12:00:00Z,true
C-0699,Team,FR,49,26,2026-06-27T12:00:00Z,true
C-0700,Starter,BE,59,27,2026-06-28T12:00:00Z,false
C-0701,Pro,DE,69,0,2026-06-01T12:00:00Z,true
C-0702,Team,DE,79,1,2026-06-02T12:00:00Z,true
C-0703,Starter,DE,89,2,2026-06-03T12:00:00Z,false
C-0704,Pro,DE,99,3,2026-06-04T12:00:00Z,true
C-0705,Team,DE,109,4,2026-06-05T12:00:00Z,true
C-0706,Starter,DE,119,5,2026-06-06T12:00:00Z,false
C-0707,Pro,NL,129,6,2026-06-07T12:00:00Z,true
C-0708,Team,NL,139,7,2026-06-08T12:00:00Z,true
C-0709,Starter,FR,29,8,2026-06-09T12:00:00Z,false
C-0710,Pro,BE,39,9,2026-06-10T12:00:00Z,true
C-0711,Team,DE,49,10,2026-06-11T12:00:00Z,true
C-0712,Starter,DE,59,11,2026-06-12T12:00:00Z,false
C-0713,Pro,DE,69,12,2026-06-13T12:00:00Z,true
C-0714,Team,DE,79,13,2026-06-14T12:00:00Z,true
C-0715,Starter,DE,89,14,2026-06-15T12:00:00Z,false
C-0716,Pro,DE,99,15,2026-06-16T12:00:00Z,true
C-0717,Team,NL,109,16,2026-06-17T12:00:00Z,true
C-0718,Starter,NL,119,17,2026-06-18T12:00:00Z,false
C-0719,Pro,FR,129,18,2026-06-19T12:00:00Z,true
C-0720,Team,BE,139,19,2026-06-20T12:00:00Z,true
C-0721,Starter,DE,,20,2026-06-21T12:00:00Z,false
C-0722,Pro,DE,39,21,2026-06-22T12:00:00Z,true
C-0723,Team,DE,49,22,2026-06-23T12:00:00Z,true
C-0724,Starter,DE,59,23,2026-06-24T12:00:00Z,false
C-0725,Pro,DE,69,24,2026-06-25T12:00:00Z,true
C-0726,Team,DE,79,25,2026-06-26T12:00:00Z,true
C-0727,Starter,NL,89,26,2026-06-27T12:00:00Z,false
C-0728,Pro,NL,99,27,2026-06-28T12:00:00Z,true
C-0729,Team,FR,109,0,2026-06-01T12:00:00Z,true
C-0730,Starter,BE,119,1,2026-06-02T12:00:00Z,false
C-0731,Pro,DE,129,2,2026-06-03T12:00:00Z,true
C-0732,Team,DE,139,3,2026-06-04T12:00:00Z,true
C-0733,Starter,DE,29,4,2026-06-05T12:00:00Z,false
C-0734,Pro,DE,39,5,2026-06-06T12:00:00Z,true
C-0735,Team,DE,49,6,2026-06-07T12:00:00Z,true
C-0736,Starter,DE,59,7,2026-06-08T12:00:00Z,false
C-0737,Pro,NL,69,8,2026-06-09T12:00:00Z,true
C-0738,Team,NL,79,9,2026-06-10T12:00:00Z,true
C-0739,Starter,FR,89,10,2026-06-11T12:00:00Z,false
C-0740,Pro,BE,99,11,2026-06-12T12:00:00Z,true
C-0741,Team,DE,109,12,2026-06-13T12:00:00Z,true
C-0742,Starter,DE,119,13,2026-06-14T12:00:00Z,false
C-0743,Pro,DE,129,14,2026-06-15T12:00:00Z,true
C-0744,Team,DE,139,15,2026-06-16T12:00:00Z,true
C-0745,Starter,DE,29,16,2026-06-17T12:00:00Z,false
C-0746,Pro,DE,39,17,2026-06-18T12:00:00Z,true
C-0747,Team,NL,49,18,2026-06-19T12:00:00Z,true
C-0748,Starter,NL,59,19,2026-06-20T12:00:00Z,false
C-0749,Pro,FR,69,20,2026-06-21T12:00:00Z,true
C-0750,Team,BE,79,21,2026-06-22T12:00:00Z,true
C-0751,Starter,DE,89,22,2026-06-23T12:00:00Z,false
C-0752,Pro,DE,99,23,2026-06-24T12:00:00Z,true
C-0753,Team,DE,109,24,2026-06-25T12:00:00Z,true
C-0754,Starter,DE,119,25,2026-06-26T12:00:00Z,false
C-0755,Pro,DE,129,26,2026-06-27T12:00:00Z,true
C-0756,Team,DE,139,27,2026-06-28T12:00:00Z,true
C-0757,Starter,NL,29,0,2026-06-01T12:00:00Z,false
C-0758,Pro,NL,39,1,2026-06-02T12:00:00Z,true
C-0759,Team,FR,49,2,2026-06-03T12:00:00Z,true
C-0760,Starter,BE,59,3,2026-06-04T12:00:00Z,false
C-0761,Pro,DE,,4,2026-06-05T12:00:00Z,true
C-0762,Team,DE,79,5,2026-06-06T12:00:00Z,true
C-0763,Starter,DE,89,6,2026-06-07T12:00:00Z,false
C-0764,Pro,DE,99,7,2026-06-08T12:00:00Z,true
C-0765,Team,DE,109,8,2026-06-09T12:00:00Z,true
C-0766,Starter,DE,119,9,2026-06-10T12:00:00Z,false
C-0767,Pro,NL,129,10,2026-06-11T12:00:00Z,true
C-0768,Team,NL,139,11,2026-06-12T12:00:00Z,true
C-0769,Starter,FR,29,12,2026-06-13T12:00:00Z,false
C-0770,Pro,BE,39,13,2026-06-14T12:00:00Z,true
C-0771,Team,DE,49,14,2026-06-15T12:00:00Z,true
C-0772,Starter,DE,59,15,2026-06-16T12:00:00Z,false
C-0773,Pro,DE,69,16,2026-06-17T12:00:00Z,true
C-0774,Team,DE,79,17,2026-06-18T12:00:00Z,true
C-0775,Starter,DE,89,18,2026-06-19T12:00:00Z,false
C-0776,Pro,DE,99,19,2026-06-20T12:00:00Z,true
C-0777,Team,NL,109,20,2026-06-21T12:00:00Z,true
C-0778,Starter,NL,not-recorded,21,2026-06-22T12:00:00Z,false
C-0779,Pro,FR,129,22,2026-06-23T12:00:00Z,true
C-0780,Team,BE,139,23,2026-06-24T12:00:00Z,true
C-0781,Starter,DE,29,24,2026-06-25T12:00:00Z,false
C-0782,Pro,DE,39,25,2026-06-26T12:00:00Z,true
C-0783,Team,DE,49,26,2026-06-27T12:00:00Z,true
C-0784,Starter,DE,59,27,2026-06-28T12:00:00Z,false
C-0785,Pro,DE,69,0,2026-06-01T12:00:00Z,true
C-0786,Team,DE,79,1,2026-06-02T12:00:00Z,true
C-0787,Starter,NL,89,2,2026-06-03T12:00:00Z,false
C-0788,Pro,NL,99,3,2026-06-04T12:00:00Z,true
C-0789,Team,FR,109,4,2026-06-05T12:00:00Z,true
C-0790,Starter,BE,119,5,2026-06-06T12:00:00Z,false
C-0791,Pro,DE,129,6,2026-06-07T12:00:00Z,true
C-0792,Team,DE,139,7,2026-06-08T12:00:00Z,true
C-0793,Starter,DE,29,8,2026-06-09T12:00:00Z,false
C-0794,Pro,DE,39,9,2026-06-10T12:00:00Z,true
C-0795,Team,DE,49,10,2026-06-11T12:00:00Z,true
C-0796,Starter,DE,59,11,2026-06-12T12:00:00Z,false
C-0797,Pro,NL,69,12,2026-06-13T12:00:00Z,true
C-0798,Team,NL,79,13,2026-06-14T12:00:00Z,true
C-0799,Starter,FR,89,14,2026-06-15T12:00:00Z,false
C-0800,Pro,BE,99,15,2026-06-16T12:00:00Z,true
C-0801,Team,DE,,16,2026-06-17T12:00:00Z,true
C-0802,Starter,DE,119,17,2026-06-18T12:00:00Z,false
C-0803,Pro,DE,129,18,2026-06-19T12:00:00Z,true
C-0804,Team,DE,139,19,2026-06-20T12:00:00Z,true
C-0805,Starter,DE,29,20,2026-06-21T12:00:00Z,false
C-0806,Pro,DE,39,21,2026-06-22T12:00:00Z,true
C-0807,Team,NL,49,22,2026-06-23T12:00:00Z,true
C-0808,Starter,NL,59,23,2026-06-24T12:00:00Z,false
C-0809,Pro,FR,69,24,2026-06-25T12:00:00Z,true
C-0810,Team,BE,79,25,2026-06-26T12:00:00Z,true
C-0811,Starter,DE,89,26,2026-06-27T12:00:00Z,false
C-0812,Pro,DE,99,27,2026-06-28T12:00:00Z,true
C-0813,Team,DE,109,0,2026-06-01T12:00:00Z,true
C-0814,Starter,DE,119,1,2026-06-02T12:00:00Z,false
C-0815,Pro,DE,129,2,2026-06-03T12:00:00Z,true
C-0816,Team,DE,139,3,2026-06-04T12:00:00Z,true
C-0817,Starter,NL,29,4,2026-06-05T12:00:00Z,false
C-0818,Pro,NL,39,5,2026-06-06T12:00:00Z,true
C-0819,Team,FR,49,6,2026-06-07T12:00:00Z,true
C-0820,Starter,BE,59,7,2026-06-08T12:00:00Z,false
C-0821,Pro,DE,69,8,2026-06-09T12:00:00Z,true
C-0822,Team,DE,79,9,2026-06-10T12:00:00Z,true
C-0823,Starter,DE,89,10,2026-06-11T12:00:00Z,false
C-0824,Pro,DE,99,11,2026-06-12T12:00:00Z,true
C-0825,Team,DE,109,12,2026-06-13T12:00:00Z,true
C-0826,Starter,DE,119,13,2026-06-14T12:00:00Z,false
C-0827,Pro,NL,129,14,2026-06-15T12:00:00Z,true
C-0828,Team,NL,139,15,2026-06-16T12:00:00Z,true
C-0829,Starter,FR,29,16,2026-06-17T12:00:00Z,false
C-0830,Pro,BE,39,17,2026-06-18T12:00:00Z,true
C-0831,Team,DE,49,18,2026-06-19T12:00:00Z,true
C-0832,Starter,DE,59,19,2026-06-20T12:00:00Z,false
C-0833,Pro,DE,69,20,2026-06-21T12:00:00Z,true
C-0834,Team,DE,79,21,2026-06-22T12:00:00Z,true
C-0835,Starter,DE,89,22,2026-06-23T12:00:00Z,false
C-0836,Pro,DE,99,23,2026-06-24T12:00:00Z,true
C-0837,Team,NL,109,24,2026-06-25T12:00:00Z,true
C-0838,Starter,NL,119,25,2026-06-26T12:00:00Z,false
C-0839,Pro,FR,129,26,2026-06-27T12:00:00Z,true
C-0840,Team,BE,139,27,2026-06-28T12:00:00Z,true
C-0841,Starter,DE,,0,2026-06-01T12:00:00Z,false
C-0842,Pro,DE,39,1,2026-06-02T12:00:00Z,true
C-0843,Team,DE,49,2,2026-06-03T12:00:00Z,true
C-0844,Starter,DE,59,3,2026-06-04T12:00:00Z,false
C-0845,Pro,DE,69,4,2026-06-05T12:00:00Z,true
C-0846,Team,DE,79,5,2026-06-06T12:00:00Z,true
C-0847,Starter,NL,89,6,2026-06-07T12:00:00Z,false
C-0848,Pro,NL,99,7,2026-06-08T12:00:00Z,true
C-0849,Team,FR,109,8,2026-06-09T12:00:00Z,true
C-0850,Starter,BE,119,9,2026-06-10T12:00:00Z,false
C-0851,Pro,DE,129,10,2026-06-11T12:00:00Z,true
C-0852,Team,DE,139,11,2026-06-12T12:00:00Z,true
C-0853,Starter,DE,29,12,2026-06-13T12:00:00Z,false
